1179	106	Петровский Парк	Москва	Москва, улица Верхняя Масловка, 25
1181	107	Триумф-Палас	Москва	Москва, Чапаевский переулок, 3
1212	108	Лайково	Московская область	Московская область, Одинцовский район, село Лайково
1215	109	Седьмое Небо	Москва	Москва, улица Академика Королева, 10
1237	110	Аэлита	Москва	Москва, Юровская улица, 94
1244	111	Континенталь	Москва	Москва, проспект Маршала Жукова, 78
1246	112	Лазурный Блюз	Москва	Москва, улица Твардовского
1248	113	Маршала Соколовского, 10	Москва	Москва, улица Маршала Соколовского, 10
1250	114	Олимпия	Москва	Москва, улица Исаковского, 39
1252	115	Покровский берег	Москва	Москва, Береговая улица
1253	116	Северная Звезда	Москва	Москва, улица Расплетина, 22к2
1254	117	Северный парк	Москва	Москва, Ленинградское шоссе, 25к3
1255	118	Соловьиная Роща	Москва	Москва, улица Соловьиная Роща, 16
1256	119	Эльсинор	Москва	Москва, улица Маршала Соколовского, 5
1280	120	Приволье	Москва	Москва, Привольная улица, 56
1287	121	Город-парк Переделкино Ближнее	Москва	Москва, поселение Внуковское, микрорайон Переделкино Ближнее
1289	122	Марушкино	Москва	Москва, поселение Марушкинское, деревня Марушкино, Северная улица, 15
1295	123	Триумф	Московская область	Московская область, Подольск, микрорайон Климовск, Советская улица
1297	124	Сосновка	Московская область	Московская область, Подольск, микрорайон Климовск, Больничный проезд
1298	125	Подольские просторы	Московская область	Московская область, Подольск, жилой комплекс Подольские просторы
1299	126	Московский (Красная Горка)	Московская область	Московская область, Подольск, Садовая улица
1300	127	Южный	Московская область	Московская область, Подольск, проезд Электромонтажный
1303	128	Родники	Московская область	Московская область, Подольский район, пос. Знамя Октября, улица Родники
1306	129	Красногорье DELUXE	Московская область	Московская область, Красногорск, микрорайон Павшинская Пойма, Павшинский бульвар, 40
1309	130	Опалиха О2	Московская область	Московская область, Красногорск, микрорайон Опалиха, улица Дежнева
1310	131	Новое Нахабино	Московская область	Московская область, Истринский район, Павло-Слободское сельское поселение, деревня Чёрная, Европейская улица
1314	132	Аристово-Митино	Московская область	Московская область, городской округ Красногорск, деревня Аристово, Весенняя улица
1316	133	Щитниково Изумрудный	Московская область	Московская область, Балашиха, квартал Янтарный, Кольцевая улица
1320	134	Сакраменто	Московская область	Московская область, Балашиха, микрорайон Сакраменто
1321	135	Акварели	Московская область	Московская область, Балашиха, проспект Ленина
1324	136	Новое Измайлово	Московская область	Московская область, Балашиха, жилой комплекс Новое Измайлово
1327	137	Новое Павлино	Московская область	Московская область, Балашиха, микрорайон Новое Павлино, Троицкая улица
1340	138	Академдом	Москва	Москва, улица Архитектора Власова, 8
1348	139	Клубный дом Brent	Москва	Москва, улица Вавилова, 54к4
1351	140	Бирюза	Москва	Москва, улица Гарибальди, 6к1
1354	141	Нахимово	Москва	Москва, Болотниковская улица, 36к4
1356	142	Потапово	Москва	Москва, Остафьевская улица, 43К17
1359	143	Светлый город	Москва	Москва, улица Академика Волгина
1363	144	Эмеральд	Москва	Москва, Ленинский проспект, 103
1380	145	Восточный	Московская область	Московская область, Лобня, проезд Свободный
1385	146	Мечта	Московская область	Московская область, Дмитровский район, сельское поселение Габовское, село Озерецкое
1387	147	Жемчужина Балашихи	Московская область	Московская область, Балашиха, жилой комплекс Жемчужина Балашихи
1389	148	Вавилов ДОМ	Москва	Москва, улица Вавилова
1391	149	Пестово	Московская область	Московская область, городской округ Мытищи, коттеджный поселок Пестово
1392	150	Лермонтовский	Московская область	Московская область, Люберцы, Октябрьский проспект, 1
1397	151	Красная Горка	Московская область	Московская область, Люберцы, микрорайон Красная Горка
1401	152	Аннинский	Москва	Москва, Варшавское шоссе, 160к1
1416	153	Скай Форт	Москва	Москва, жилой комплекс Скай Форт
1418	154	Коммунарка	Москва	Москва, посёлок Коммунарка
1421	155	Дубровка	Москва	Москва, поселение Сосенское, деревня Сосенки, Ясеневая улица
1422	156	Новотроицкий	Москва	Москва, поселок завода Мосрентген, 35
1424	157	Клубный	Московская область	Московская область, Ленинский район, Видное, ЖК Клубный
1426	158	Березовая роща	Московская область	Московская область, Видное, улица Березовая
1428	159	Завидное	Московская область	Московская область, Ленинский район, Видное, микрорайон Завидное
1429	160	Царицыно-2	Москва	Москва, 6-я Радиальная улица
1436	161	Загорье	Москва	Москва, Ягодная улица
1442	162	Ольховка-3	Московская область	Московская область, Ленинский район, посёлок Володарского, Текстильная улица
1446	163	Град Московский	Москва	Москва, Московский, микрорайон Град Московский
1447	164	Юго-Западный	Москва	Москва, Московский, 3-й микрорайон, 2
1448	165	Город-парк Первый Московский	Москва	Москва, Московский, улица Бианки
1455	166	Мичуринский квартал	Московская область	Московская область, Химки, микрорайон Сходня, улица Мичурина
1459	167	Левобережный	Московская область	Московская область, Химки, Совхозная улица
1465	168	Почтовая 41к2	Московская область	Московская область, Звенигород, Почтовая улица, 41к2
1466	169	Серебряные звоны	Московская область	Московская область, Звенигород, улица Макарова
1471	170	Гусарская баллада	Московская область	Московская область, Одинцово, Триумфальная улица
1473	171	Да Винчи	Московская область	Московская область, Одинцово, жилой комплекс Да Винчи
1487	172	Ваш клубный дом	Москва	Москва, 1-й Зачатьевский переулок, 8с3
1489	173	Дом на Селезневской	Москва	Москва, Селезневская улица
1494	174	Smolensky De Luxe	Москва	Москва, 1-й Смоленский переулок, 21
1500	175	Barkli Plaza	Москва	Москва, Пречистенская набережная, 17
1501	176	Барыковские палаты	Москва	Москва, Барыковский переулок, 6
1502	177	Башня Федерация	Москва	Москва, Пресненская набережная, 12
1505	178	Дом на Покровском бульваре	Москва	Москва, Казарменный переулок, 3
1506	179	Edison House	Москва	Москва, Электрический переулок, 10с1
1508	180	Дом на Таганке	Москва	Москва, улица Талалихина, 8
1515	181	Коперник	Москва	Москва, улица Большая Якиманка, 22к3
1516	182	Легенда Цветного	Москва	Москва, Цветной бульвар, 2
1524	183	Онегин	Москва	Москва, улица Малая Полянка, 2
1525	184	Петровъ Дом	Москва	Москва, Дмитровский переулок, 7
1534	185	Салтыковка Престиж	Московская область	Московская область, Балашиха, микрорайон Салтыковка, жилой комплекс Салтыковка Престиж
1539	186	Посольский дом	Москва	Москва, Борисоглебский переулок, 13С3
1544	187	Тверской	Москва	Москва, 3-я Тверская-Ямская улица, 10
1546	188	Трилогия	Москва	Москва, улица Трехгорный Вал, 14С1
1550	189	Шоколад	Москва	Москва, Тетеринский переулок, 18с2
1554	190	Резиденция Чистые Пруды	Москва	Москва, Подсосенский переулок, 3
1555	191	Клубный дом на Арбате	Москва	Москва, Староконюшенный переулок, 45
1575	192	Балашиха-парк	Московская область	Московская область, Балашиха, Трубецкая улица, 102
1579	193	Радужный	Московская область	Московская область, Воскресенск, микрорайон Лопатинский, Юбилейный переулок, 8
1581	194	Сосновый бор	Московская область	Московская область, городской округ Люберцы, посёлок городского типа Октябрьский, микрорайон Сосновый Бор
1583	195	Флагман	Московская область	Московская область, Раменский район, посёлок Удельная, Полевая улица, 52
1584	196	Октябрь	Московская область	Московская область, городской округ Люберцы, посёлок городского типа Октябрьский, улица Ленина, 25
1596	197	Зеленоградский	Московская область	Московская область, Пушкинский район, поселок городского типа Зеленоградский, улица Островского, 13
1598	198	Искра	Московская область	Московская область, Ивантеевка, Центральный проезд, 8
1602	199	Гранд Парк	Московская область	Московская область, Сергиев Посад, улица Дружбы
1607	200	Грюнвальд	Московская область	Московская область, Одинцовский район, рабочий посёлок Заречье, Весенняя улица
1608	201	Русский Авангард	Московская область	Московская область, Одинцовский район, поселок Заречье, Тихая улица
1609	202	Форт Премиум Сколково	Московская область	Московская область, Одинцовский район, городское поселение Заречье, поселок Заречье, Берёзовая улица, 9
1611	203	Резиденции Сколково	Московская область	Московская область, Одинцовский район, рабочий посёлок Заречье, Заречная улица
1653	204	Атлант	Московская область	Московская область, Подольск, Советская улица, 41/5
1655	205	Южный парк	Московская область	Московская область, Подольск, Профсоюзная улица, 4
1658	206	Северный	Московская область	Московская область, Подольск, улица Мира, 4А
1661	207	Бородино	Московская область	Московская область, Подольск, Бородинский бульвар, 7
1690	208	Алые Паруса	Москва	Москва, Авиационная улица
1701	209	Преображение	Москва	Москва, Тюменский проезд
1710	210	Калипсо	Москва	Москва, Щербинка, улица 40 лет Октября, 15/1
1712	211	Акварель	Москва	Москва, поселение Щаповское, поселок Щапово
1713	212	Роза ветров	Московская область	Московская область, Истра, Рабочая улица, 1А
1725	213	Английский квартал	Москва	Москва, Мытная улица, 7с1
1726	214	АртХаус	Москва	Москва, Тессинский переулок, 2-6
1731	215	Академия Люкс	Москва	Москва, улица Покрышкина, 8
1732	216	Аксиома	Москва	Москва, улица Лобачевского
1768	217	Апрелевский	Московская область	Московская область, Наро-Фоминский городской округ, Апрелевка, улица Горького, 25
1773	218	Аэробус	Москва	Москва, Кочновский проезд, 4к1
1842	219	Беловежская пуща	Москва	Москва, Беловежская улица, 17к2
1863	220	Изумрудные холмы	Московская область	Московская область, город Красногорск, бульвар Космонавтов
1864	221	Павшинская пойма мкр. 2	Московская область	Московская область, Красногорск, 2-й микрорайон
1867	222	Реал Парк	Московская область	Московская область, Красногорск, улица Народного Ополчения
1870	223	Новая Опалиха	Московская область	Московская область, Красногорск, улица Новая Опалиха
1881	224	Бенуа	Московская область	Московская область, Красногорск, Лесная улица, 3А
1887	225	Палитра	Московская область	Московская область, Красногорск, микрорайон Нахабино, улица Панфилова
1888	226	Дедовский	Московская область	Московская область, городской округ Истра, Дедовск, Гвардейская улица, 12
1890	227	Митинский парк	Москва	Москва, Пятницкое шоссе, 15к2
1916	228	Булганинский (Щитниковский лес)	Московская область	Московская область, Балашиха, микрорайон Гагарина, 29
1917	229	Свердлова	Московская область	Московская область, Балашиха, улица Твардовского
1920	230	Весна	Московская область	Московская область, Балашиха, микрорайон Балашиха-2, жилой комплекс Весна
1927	231	Клубный дом Уездный	Московская область	г. Балашиха д. Долгое Ледово, улица Медвежьи Озера, 129
1934	232	Ольгино	Московская область	Московская область, Балашиха, микрорайон Керамик, Железнодорожный проезд, 28
1935	233	Саввинские пруды	Московская область	Московская область, Железнодорожный, Саввинская улица
1943	234	Затишье	Московская область	Московская область, Электросталь, Спортивная улица
1944	235	Театральный	Московская область	Московская область, Орехово-Зуево, улица Бугрова, 8
1945	236	Бриз	Московская область	Московская область, Орехово-Зуево, улица Якова Флиера
1958	237	Воронцово	Москва	Москва, улица Воронцовские Пруды, 3
2018	238	Город Яхт	Москва	Москва, Ленинградское шоссе, 37
2046	239	Дом 128	Москва	Москва, Профсоюзная улица, вл128к2
2054	240	Большой Тишинский переулок, 10с1	Москва	Москва, Большой Тишинский переулок
2062	241	Доминанта	Москва	Москва, Щукинская улица, 2
2068	242	Дом на Богородском	Москва	Москва, 3-я Гражданская улица, 3А
2076	243	Славянский	Московская область	Московская область, Дмитров, Чекистская улица, 8
2077	244	Дом на Московской	Московская область	Московская область, Щелково, улица 8 Марта, 25
2081	245	Северная жемчужина (Подлипичье)	Московская область	Московская область, Дмитров, улица Подлипичье, 6
2088	246	Центральный	Московская область	Московская область, Звенигород, Почтовая улица, 36
2097	247	Лобня-Букино	Московская область	Московская область, Лобня, улица Борисова, 24
2100	248	Калараш	Московская область	Московская область, Люберцы, улица Калараш, 13
2103	249	Наташинский парк	Московская область	Московская область, Люберцы, улица Митрофанова, 22к1
2108	250	Пролетарский	Московская область	Московская область, городской округ Люберцы, посёлок городского типа Красково, 2-й Осоавиахимовский проезд, 12
2109	251	Кратово	Московская область	Московская область, город Раменское, Западный район, микрорайон Холодово, Коммунистическая улица
2110	252	Борисоглебский	Московская область	Московская область, Раменское, улица Мира
2111	253	Раменский	Московская область	Московская область, Раменское, Северное шоссе
2116	254	Ильинский	Московская область	Московская область, Раменский район, городское поселение Ильинский, посёлок городского типа Ильинский, улица Чкалова, 1
2117	255	Квартал Столичный	Московская область	Московская область, Красногорск, микрорайон Чернево-2, улица Вилора Трифонова, 4
2119	256	Новорижский	Московская область	Московская область, городской округ Красногорск, посёлок Ильинское-Усово, проезд Александра Невского
2124	257	Garden Park Эдальго	Москва	Москва, посёлок Коммунарка, микрорайон Эдальго
2128	258	Новые Ватутинки. Квартал Южный	Москва	Москва, поселение Десёновское, микрорайон Новые Ватутинки южный
2131	259	Аполлон клуб (Дубровский)	Московская область	Московская область, Ленинский район, поселок Дубровский, улица Турова
2132	260	Гранд Авион	Московская область	Московская область, Домодедово, Советская улица, 50
2140	261	Надежда	Московская область	Московская область, Ступино, Домостроительная улица
2141	262	Новое Ступино	Московская область	Московская область, Ступинский район, село Верзилово, микрорайон Новое Ступино
2148	263	Новосходненский	Московская область	Московская область, Химки, микрорайон Сходня, Овражная улица
2150	264	Новокуркино	Московская область	Московская область, Химки, улица Родионова
2151	265	СтароСходненский	Московская область	Московская область, Химки, микрорайон Сходня, улица Ленина, 33
2159	266	Берег	Московская область	Московская область, Химки, Береговая улица
2161	267	Романтика	Московская область	Московская область, городской округ Красногорск, деревня Путилково, Братцевская улица, 10
2163	268	12 квартал	Московская область	Московская область, Химки, улица Калинина, 9
2164	269	Шаляпинская усадьба	Московская область	Московская область, Химки, микрорайон Сходня, улица Микояна, 10к1
2165	270	Правый берег	Московская область	Московская область, Химки, жилой комплекс Правый Берег
2171	271	Панорама	Московская область	Московская область, Химки, улица Дружбы
2174	272	Шемякинский дворик	Московская область	Московская область, Солнечногорский район, деревня Шемякино, жилой комплекс Шемякинские Дворики
2177	273	Московская 21	Московская область	Московская область, Химки, Московская улица
2179	274	Химки Сквер	Московская область	Московская область, Химки, Совхозная улица
2189	275	Таисия	Московская область	Московская область, Солнечногорск, Красная улица, 60
2191	276	Андреевская ривьера	Московская область	Московская область, Солнечногорский район, поселок городского типа Андреевка, Староандреевская улица
2193	277	Бородинский сад	Московская область	Московская область, Клин, Бородинский проезд, 17А
2194	278	Квартал Победы	Московская область	Московская область, Клин, улица Победы
2197	279	Пятница	Московская область	Московская область, Солнечногорский район, сельское поселение Кутузовское, деревня Брёхово
2198	280	Лесной уголок	Московская область	Московская область, Химки, улица Опанасенко
2199	281	Малая Ордынка 19	Москва	Москва, улица Малая Ордынка
2200	282	на ул. Чехова	Московская область	Московская область, Звенигород, улица Чехова, 1
2201	283	Родные просторы	Московская область	Московская область, Звенигород, улица Василия Фабричного 18
2202	284	Восточный	Московская область	Московская область, Звенигород, микрорайон Восточный, 3-й микрорайон
2208	285	Космос	Московская область	Московская область, Краснознаменск, улица Победы, 28
2210	286	Новая Трехгорка	Московская область	Московская область, Одинцово, микрорайон Новая Трёхгорка
2216	287	Подкова	Московская область	Московская область, Одинцовский район, деревня Малые Вязёмы, Петровское шоссе, 5
2220	288	Полесье	Московская область	Московская область, Одинцовский район, жилой комплекс Полесье
2245	289	Горки-Фаворит	Московская область	Московская область, Одинцовский район, поселок Горки-10, 23
2246	290	Гармония	Московская область	Московская область, Богородский городской округ, деревня Новая Купавна, Новая улица
2256	291	Гагаринский	Московская область	Московская область, Щёлково, микрорайон Гагаринский
2257	292	Дальний Воронок	Московская область	Московская область, Щёлково, Центральная улица, 96к1
2262	293	Сиреневый	Московская область	Московская область, Щёлково, Талсинская улица, 23
2264	294	Богородский	Московская область	Московская область, Щёлково, микрорайон Богородский
2282	295	Парк Сити	Московская область	Московская область, Жуковский, жилой комплекс Парк Сити
2284	296	Адмиралтейский	Московская область	Московская область, Лыткарино, Набережная улица
2285	297	Полярный	Московская область	Московская область, Лыткарино, квартал 3А, Спортивная улица, 20
2287	298	Мкрн. Белая дача	Московская область	Московская область, Котельники, улица Строителей
2288	299	Парковый	Московская область	Московская область, Котельники, улица Строителей
2290	300	Фламинго	Московская область	Московская область, Котельники, микрорайон Силикат, 4
2292	301	Пушкинский	Московская область	Московская область, Бронницы, Марьинский переулок, 1
2294	302	Малахит	Московская область	Московская область, городской округ Люберцы, посёлок городского типа Малаховка, улица Кирова, 4
2295	303	Октябрьская миля	Московская область	Московская область, городской округ Люберцы, посёлок городского типа Октябрьский, улица Текстильщиков, 7А
2296	304	Квадро	Московская область	Московская область, городской округ Люберцы, посёлок городского типа Октябрьский, Школьная улица, 1
2336	305	Астра	Московская область	Московская область, Мытищи, Троицкая улица
2339	306	Гулливер	Московская область	Московская область, Мытищи, улица Комарова, 2к1
2340	307	Яузская аллея	Московская область	Московская область, Мытищи, улица Семашко, 10к1
