180293	180310	Москва и МО	ЖК «Андреевка»	1 очередь	I кв. 2019	адрес не задан	https://realty.yandex.ru/newbuilding/180293
196680	196690	Москва и МО	ЖК «Октябрьский 2016»	1 очередь	IV кв. 2016	Россия, Московская область, городской округ Люберцы, рабочий посёлок Октябрьский, улица Ленина, 14	https://realty.yandex.ru/newbuilding/196680
81996	82007	Москва и МО	квартал «Ближняя дача»	1 очередь	IV кв. 2005	Россия, Москва, Староволынская улица, 15к1	https://realty.yandex.ru/newbuilding/81996
81996	82013	Москва и МО	квартал «Ближняя дача»	1 очередь	IV кв. 2005	Россия, Москва, Староволынская улица, 15к2	https://realty.yandex.ru/newbuilding/81996
81996	82019	Москва и МО	квартал «Ближняя дача»	1 очередь	IV кв. 2005	Россия, Москва, Староволынская улица, 15к3	https://realty.yandex.ru/newbuilding/81996
81996	82025	Москва и МО	квартал «Ближняя дача»	1 очередь	IV кв. 2005	Россия, Москва, Староволынская улица, 15к4	https://realty.yandex.ru/newbuilding/81996
81996	82031	Москва и МО	квартал «Ближняя дача»	1 очередь	IV кв. 2005	Россия, Москва, Староволынская улица, 15к5	https://realty.yandex.ru/newbuilding/81996
81996	82037	Москва и МО	квартал «Ближняя дача»	1 очередь	IV кв. 2005	Россия, Москва, Староволынская улица, 15к6	https://realty.yandex.ru/newbuilding/81996
1753164	1753403	Москва и МО	ЖК «К-3»	1 очередь	IV кв. 2024	адрес не задан	https://realty.yandex.ru/newbuilding/1753164
65704	65714	Москва и МО	апарт-комплекс «Гороховский 12»	1 очередь	I кв. 2016	Россия, Москва, Гороховский переулок, 12с5	https://realty.yandex.ru/newbuilding/65704
164014	164035	Москва и МО	ЖК «Князь Голицын»	1 очередь	I кв. 2015	Россия, Московская область, Одинцовский городской округ, Голицыно, Заводской проспект, 12	https://realty.yandex.ru/newbuilding/164014
164014	164044	Москва и МО	ЖК «Князь Голицын»	2 очередь	I кв. 2017	Россия, Московская область, Одинцовский городской округ, Голицыно, Заводской проспект, 12	https://realty.yandex.ru/newbuilding/164014
196797	956293	Москва и МО	микрорайон «Столичный»	1 очередь	III кв. 2017	Россия, Московская область, Балашиха, микрорайон Саввино, улица Калинина, 10	https://realty.yandex.ru/newbuilding/196797
196797	956302	Москва и МО	микрорайон «Столичный»	1 очередь	III кв. 2017	Россия, Московская область, Балашиха, микрорайон Саввино, улица Калинина, 16	https://realty.yandex.ru/newbuilding/196797
196797	724789	Москва и МО	микрорайон «Столичный»	2 очередь	I кв. 2018	Россия, Московская область, Балашиха, микрорайон Саввино, улица Калинина, 8	https://realty.yandex.ru/newbuilding/196797
196797	724788	Москва и МО	микрорайон «Столичный»	2 очередь	I кв. 2018	Россия, Московская область, Балашиха, микрорайон Саввино, улица Калинина, 14	https://realty.yandex.ru/newbuilding/196797
196797	397794	Москва и МО	микрорайон «Столичный»	3 очередь	IV кв. 2018	Россия, Московская область, Балашиха, микрорайон Саввино, улица Калинина, 6	https://realty.yandex.ru/newbuilding/196797
196797	397802	Москва и МО	микрорайон «Столичный»	3 очередь	IV кв. 2018	Россия, Московская область, Балашиха, микрорайон Саввино, улица Калинина, 12	https://realty.yandex.ru/newbuilding/196797
196797	439932	Москва и МО	микрорайон «Столичный»	3 очередь	IV кв. 2018	Россия, Московская область, Балашиха, микрорайон Саввино, улица Калинина, 18	https://realty.yandex.ru/newbuilding/196797
196797	397824	Москва и МО	микрорайон «Столичный»	4 очередь	I кв. 2019	Россия, Московская область, Балашиха, микрорайон Саввино, жилой комплекс Столичный, к10	https://realty.yandex.ru/newbuilding/196797
196797	1618984	Москва и МО	микрорайон «Столичный»	5 очередь	II кв. 2019	Россия, Московская область, Балашиха, микрорайон Саввино, жилой комплекс Столичный, к6	https://realty.yandex.ru/newbuilding/196797
196797	1618978	Москва и МО	микрорайон «Столичный»	5 очередь	II кв. 2019	Россия, Московская область, Балашиха, микрорайон Саввино, жилой комплекс Столичный, к9	https://realty.yandex.ru/newbuilding/196797
196797	1696155	Москва и МО	микрорайон «Столичный»	6 очередь	III кв. 2019	Россия, Московская область, Балашиха, микрорайон Саввино, жилой комплекс Столичный, к11	https://realty.yandex.ru/newbuilding/196797
196797	1755755	Москва и МО	микрорайон «Столичный»	7 очередь	IV кв. 2019	Россия, Московская область, Балашиха, микрорайон Саввино, жилой комплекс Столичный, к12	https://realty.yandex.ru/newbuilding/196797
196797	1929949	Москва и МО	микрорайон «Столичный»	7 очередь	IV кв. 2019	Россия, Московская область, Балашиха, микрорайон Саввино, жилой комплекс Столичный, кБ1	https://realty.yandex.ru/newbuilding/196797
196797	1929954	Москва и МО	микрорайон «Столичный»	7 очередь	IV кв. 2019	Россия, Московская область, Балашиха, микрорайон Саввино, жилой комплекс Столичный, кБ2	https://realty.yandex.ru/newbuilding/196797
196797	1930009	Москва и МО	микрорайон «Столичный»	7 очередь	IV кв. 2019	Россия, Московская область, Балашиха, микрорайон Саввино, жилой комплекс Столичный, кБ6	https://realty.yandex.ru/newbuilding/196797
196797	1930008	Москва и МО	микрорайон «Столичный»	7 очередь	IV кв. 2019	Россия, Московская область, Балашиха, микрорайон Саввино, жилой комплекс Столичный, кБ3	https://realty.yandex.ru/newbuilding/196797
196797	1930010	Москва и МО	микрорайон «Столичный»	7 очередь	IV кв. 2019	Россия, Московская область, Балашиха, микрорайон Саввино, жилой комплекс Столичный, кБ7	https://realty.yandex.ru/newbuilding/196797
196797	1927202	Москва и МО	микрорайон «Столичный»	8 очередь	II кв. 2020	Россия, Московская область, Балашиха, микрорайон Саввино, жилой комплекс Столичный, к13	https://realty.yandex.ru/newbuilding/196797
196797	1927223	Москва и МО	микрорайон «Столичный»	8 очередь	II кв. 2020	адрес не задан	https://realty.yandex.ru/newbuilding/196797
196797	1927237	Москва и МО	микрорайон «Столичный»	8 очередь	II кв. 2020	адрес не задан	https://realty.yandex.ru/newbuilding/196797
196797	1927735	Москва и МО	микрорайон «Столичный»	9 очередь	II кв. 2021	адрес не задан	https://realty.yandex.ru/newbuilding/196797
196797	1927741	Москва и МО	микрорайон «Столичный»	9 очередь	II кв. 2021	адрес не задан	https://realty.yandex.ru/newbuilding/196797
196797	1927748	Москва и МО	микрорайон «Столичный»	9 очередь	II кв. 2021	Россия, Московская область, Балашиха, микрорайон Саввино, улица Калинина, 18	https://realty.yandex.ru/newbuilding/196797
196797	1930011	Москва и МО	микрорайон «Столичный»	9 очередь	II кв. 2021	адрес не задан	https://realty.yandex.ru/newbuilding/196797
196797	1930012	Москва и МО	микрорайон «Столичный»	9 очередь	II кв. 2021	адрес не задан	https://realty.yandex.ru/newbuilding/196797
196797	1930014	Москва и МО	микрорайон «Столичный»	9 очередь	II кв. 2021	адрес не задан	https://realty.yandex.ru/newbuilding/196797
196797	1930013	Москва и МО	микрорайон «Столичный»	9 очередь	II кв. 2021	адрес не задан	https://realty.yandex.ru/newbuilding/196797
196797	1930015	Москва и МО	микрорайон «Столичный»	9 очередь	II кв. 2021	адрес не задан	https://realty.yandex.ru/newbuilding/196797
196797	1927764	Москва и МО	микрорайон «Столичный»	10 очередь	III кв. 2021	адрес не задан	https://realty.yandex.ru/newbuilding/196797
196797	1927780	Москва и МО	микрорайон «Столичный»	10 очередь	III кв. 2021	адрес не задан	https://realty.yandex.ru/newbuilding/196797
196797	1927788	Москва и МО	микрорайон «Столичный»	10 очередь	III кв. 2021	адрес не задан	https://realty.yandex.ru/newbuilding/196797
196797	1927817	Москва и МО	микрорайон «Столичный»	11 очередь	II кв. 2023	адрес не задан	https://realty.yandex.ru/newbuilding/196797
196797	1927842	Москва и МО	микрорайон «Столичный»	11 очередь	II кв. 2023	адрес не задан	https://realty.yandex.ru/newbuilding/196797
557263	557277	Москва и МО	клубный дом в Люберцах	1 очередь	I кв. 2018	Россия, Московская область, Люберцы, улица Кирова, 9к2	https://realty.yandex.ru/newbuilding/557263
557263	557326	Москва и МО	клубный дом в Люберцах	2 очередь	II кв. 2019	Россия, Московская область, Люберцы, улица Кирова, 9к2	https://realty.yandex.ru/newbuilding/557263
786635	868615	Москва и МО	ЖК «Серебряный парк»	1 очередь	IV кв. 2019	адрес не задан	https://realty.yandex.ru/newbuilding/786635
786635	868620	Москва и МО	ЖК «Серебряный парк»	1 очередь	IV кв. 2019	адрес не задан	https://realty.yandex.ru/newbuilding/786635
786635	868624	Москва и МО	ЖК «Серебряный парк»	1 очередь	IV кв. 2019	адрес не задан	https://realty.yandex.ru/newbuilding/786635
786635	868628	Москва и МО	ЖК «Серебряный парк»	1 очередь	IV кв. 2019	адрес не задан	https://realty.yandex.ru/newbuilding/786635
786635	868608	Москва и МО	ЖК «Серебряный парк»	2 очередь	I кв. 2020	адрес не задан	https://realty.yandex.ru/newbuilding/786635
786635	868611	Москва и МО	ЖК «Серебряный парк»	2 очередь	I кв. 2020	адрес не задан	https://realty.yandex.ru/newbuilding/786635
65740	65762	Москва и МО	ЖК «Западный остров»	1 очередь	I кв. 2014	Россия, Московская область, городской округ Красногорск, деревня Бузланово, микрорайон Западный Остров, к1	https://realty.yandex.ru/newbuilding/65740
65740	65772	Москва и МО	ЖК «Западный остров»	1 очередь	I кв. 2014	Россия, Московская область, городской округ Красногорск, деревня Бузланово, микрорайон Западный Остров, к2	https://realty.yandex.ru/newbuilding/65740
131306	131328	Москва и МО	клубный дом на Пришвина	1 очередь	I кв. 2019	Россия, Москва, улица Пришвина, вл4А	https://realty.yandex.ru/newbuilding/131306
1900769	1900981	Москва и МО	МФК «The Book»	1 очередь	IV кв. 2019	Россия, Москва, улица Новый Арбат, 15	https://realty.yandex.ru/newbuilding/1900769
65807	183235	Москва и МО	ЖК в Ново-Переделкино	1 очередь	IV кв. 2003	Россия, Москва, Боровское шоссе, 18к1	https://realty.yandex.ru/newbuilding/65807
65807	183248	Москва и МО	ЖК в Ново-Переделкино	1 очередь	IV кв. 2003	Россия, Москва, Боровское шоссе, 20к1	https://realty.yandex.ru/newbuilding/65807
65807	183240	Москва и МО	ЖК в Ново-Переделкино	1 очередь	IV кв. 2003	Россия, Москва, Боровское шоссе, 18к2	https://realty.yandex.ru/newbuilding/65807
65807	183244	Москва и МО	ЖК в Ново-Переделкино	1 очередь	IV кв. 2003	Россия, Москва, Боровское шоссе, 18к3	https://realty.yandex.ru/newbuilding/65807
65807	183231	Москва и МО	ЖК в Ново-Переделкино	1 очередь	IV кв. 2003	Россия, Москва, Боровское шоссе, 20	https://realty.yandex.ru/newbuilding/65807
196880	196905	Москва и МО	ЖК «Кашинцево»	1 очередь	IV кв. 2017	Россия, Московская область, городской округ Лосино-Петровский, посёлок Биокомбината, 6Б	https://realty.yandex.ru/newbuilding/196880
196880	400299	Москва и МО	ЖК «Кашинцево»	1 очередь	IV кв. 2017	Россия, Московская область, городской округ Лосино-Петровский, посёлок Биокомбината, 6В	https://realty.yandex.ru/newbuilding/196880
196880	1755776	Москва и МО	ЖК «Кашинцево»	2 очередь	IV кв. 2019	адрес не задан	https://realty.yandex.ru/newbuilding/196880
213280	213294	Москва и МО	ЖК «Академик 1»	1 очередь	III кв. 2014	Россия, Московская область, Мытищи, улица Академика Каргина, 42	https://realty.yandex.ru/newbuilding/213280
65828	183269	Москва и МО	ЖК на Рубцовской набережной	1 очередь	IV кв. 1999	Россия, Москва, Рубцовская набережная, 2к1	https://realty.yandex.ru/newbuilding/65828
65828	183265	Москва и МО	ЖК на Рубцовской набережной	1 очередь	IV кв. 1999	Россия, Москва, Рубцовская набережная, 2к2	https://realty.yandex.ru/newbuilding/65828
65828	183261	Москва и МО	ЖК на Рубцовской набережной	1 очередь	IV кв. 1999	Россия, Москва, Рубцовская набережная, 2к3	https://realty.yandex.ru/newbuilding/65828
65828	183257	Москва и МО	ЖК на Рубцовской набережной	1 очередь	IV кв. 1999	Россия, Москва, Рубцовская набережная, 2к4	https://realty.yandex.ru/newbuilding/65828
65828	183253	Москва и МО	ЖК на Рубцовской набережной	1 очередь	IV кв. 1999	Россия, Москва, Рубцовская набережная, 2к5	https://realty.yandex.ru/newbuilding/65828
65828	183273	Москва и МО	ЖК на Рубцовской набережной	2 очередь	IV кв. 2003	Россия, Москва, Рубцовская набережная, 4к1	https://realty.yandex.ru/newbuilding/65828
65828	183276	Москва и МО	ЖК на Рубцовской набережной	2 очередь	IV кв. 2003	Россия, Москва, Рубцовская набережная, 4к2	https://realty.yandex.ru/newbuilding/65828
65828	183286	Москва и МО	ЖК на Рубцовской набережной	2 очередь	IV кв. 2003	Россия, Москва, Рубцовская набережная, 4к3	https://realty.yandex.ru/newbuilding/65828
131378	131399	Москва и МО	клубный дом «Юннаты»	1 очередь	IV кв. 2016	Россия, Москва, улица Юннатов, 16	https://realty.yandex.ru/newbuilding/131378
65853	65861	Москва и МО	ЖК на Русаковской набережной	1 очередь	IV кв. 2009	Россия, Москва, Попов проезд, 4	https://realty.yandex.ru/newbuilding/65853
377144	377190	Москва и МО	ЖК «ЖИЗНЬ на Плющихе»	1 очередь	III кв. 2019	Россия, Москва, Погодинская улица, вл2/3	https://realty.yandex.ru/newbuilding/377144
377144	377195	Москва и МО	ЖК «ЖИЗНЬ на Плющихе»	1 очередь	III кв. 2019	Россия, Москва, Погодинская улица, вл2/3	https://realty.yandex.ru/newbuilding/377144
377144	377200	Москва и МО	ЖК «ЖИЗНЬ на Плющихе»	1 очередь	III кв. 2019	Россия, Москва, Погодинская улица, вл2/3	https://realty.yandex.ru/newbuilding/377144
377144	377206	Москва и МО	ЖК «ЖИЗНЬ на Плющихе»	1 очередь	III кв. 2019	Россия, Москва, Погодинская улица, вл2/3	https://realty.yandex.ru/newbuilding/377144
885070	885685	Москва и МО	ЖК «Афродита-2»	1 очередь	III кв. 2018	Россия, Московская область, городской округ Мытищи, посёлок Мебельной Фабрики, Рассветная улица, 1	https://realty.yandex.ru/newbuilding/885070
885070	885687	Москва и МО	ЖК «Афродита-2»	2 очередь	I кв. 2019	Россия, Московская область, городской округ Мытищи, посёлок Мебельной Фабрики, Рассветная улица, 1А	https://realty.yandex.ru/newbuilding/885070
885070	1768146	Москва и МО	ЖК «Афродита-2»	3 очередь	III кв. 2020	адрес не задан	https://realty.yandex.ru/newbuilding/885070
885070	1768153	Москва и МО	ЖК «Афродита-2»	3 очередь	III кв. 2020	адрес не задан	https://realty.yandex.ru/newbuilding/885070
65879	65889	Москва и МО	ЖК «Приволье»	1 очередь	I кв. 2009	Россия, Москва, Привольная улица, 56	https://realty.yandex.ru/newbuilding/65879
721250	721330	Москва и МО	дом у озера	1 очередь	I кв. 2019	адрес не задан	https://realty.yandex.ru/newbuilding/721250
721250	721353	Москва и МО	дом у озера	2 очередь	II кв. 2019	адрес не задан	https://realty.yandex.ru/newbuilding/721250
721250	721373	Москва и МО	дом у озера	3 очередь	III кв. 2020	адрес не задан	https://realty.yandex.ru/newbuilding/721250
1687905	1687915	Москва и МО	ЖК «ул. Микояна, 57»	1 очередь	III кв. 2020	адрес не задан	https://realty.yandex.ru/newbuilding/1687905
196989	197147	Москва и МО	МФК «Match Point»	1 очередь	IV кв. 2019	Россия, Москва, улица Василисы Кожиной, вл13	https://realty.yandex.ru/newbuilding/196989
213372	213383	Москва и МО	ЖК «Академик 2»	1 очередь	неизвестен	адрес не задан	https://realty.yandex.ru/newbuilding/213372
65925	65935	Москва и МО	ЖК «Мечта»	1 очередь	IV кв. 2008	Россия, Москва, улица Вавилова, 56	https://realty.yandex.ru/newbuilding/65925
1900953	1901031	Москва и МО	апарт-комплекс «Пироговская, 14»	1 очередь	II кв. 2021	Россия, Москва, Малая Пироговская улица, 14с6	https://realty.yandex.ru/newbuilding/1900953
164235	164261	Москва и МО	ЖК «Князь Долгорукий»	1 очередь	IV кв. 2014	Россия, Московская область, Дмитровский городской округ, Дмитров, Оборонная улица, 29	https://realty.yandex.ru/newbuilding/164235
164235	164274	Москва и МО	ЖК «Князь Долгорукий»	2 очередь	IV кв. 2015	Россия, Московская область, Дмитровский городской округ, Дмитров, Оборонная улица, 30	https://realty.yandex.ru/newbuilding/164235
197014	197027	Москва и МО	апарт-комплекс «Нахимовский 21»	1 очередь	IV кв. 2019	Россия, Москва, Нахимовский проспект, вл21	https://realty.yandex.ru/newbuilding/197014
934333	934354	Москва и МО	ЖК «Аалто»	1 очередь	IV кв. 2019	Россия, Москва, Старый Петровско-Разумовский проезд, 2Ас1	https://realty.yandex.ru/newbuilding/934333
65976	65994	Москва и МО	ЖК «Крутицкая набережная»	1 очередь	IV кв. 2008	Россия, Москва, Крутицкая набережная, 23	https://realty.yandex.ru/newbuilding/65976
65978	66009	Москва и МО	микрорайон «8 (Одинцово)»	1 очередь	IV кв. 2014	Россия, Московская область, Одинцово, Комсомольская улица, 11	https://realty.yandex.ru/newbuilding/65978
65978	66024	Москва и МО	микрорайон «8 (Одинцово)»	1 очередь	IV кв. 2014	Россия, Московская область, Одинцово, улица Маковского, 24	https://realty.yandex.ru/newbuilding/65978
65978	66029	Москва и МО	микрорайон «8 (Одинцово)»	1 очередь	IV кв. 2014	Россия, Московская область, Одинцово, Солнечная улица, 17А	https://realty.yandex.ru/newbuilding/65978
65978	422135	Москва и МО	микрорайон «8 (Одинцово)»	2 очередь	I кв. 2018	Россия, Московская область, Одинцово, Глазынинская улица, 26	https://realty.yandex.ru/newbuilding/65978
65978	66015	Москва и МО	микрорайон «8 (Одинцово)»	3 очередь	III кв. 2018	Россия, Московская область, Одинцово, Сосновая улица, 10	https://realty.yandex.ru/newbuilding/65978
65978	422124	Москва и МО	микрорайон «8 (Одинцово)»	3 очередь	III кв. 2018	Россия, Московская область, Одинцово, Верхне-Пролетарская улица, 7	https://realty.yandex.ru/newbuilding/65978
82387	82402	Москва и МО	ЖК «Болтино»	1 очередь	неизвестен	адрес не задан	https://realty.yandex.ru/newbuilding/82387
82387	82410	Москва и МО	ЖК «Болтино»	1 очередь	неизвестен	адрес не задан	https://realty.yandex.ru/newbuilding/82387
82387	82418	Москва и МО	ЖК «Болтино»	1 очередь	неизвестен	адрес не задан	https://realty.yandex.ru/newbuilding/82387
82387	82426	Москва и МО	ЖК «Болтино»	1 очередь	неизвестен	адрес не задан	https://realty.yandex.ru/newbuilding/82387
82387	82435	Москва и МО	ЖК «Болтино»	1 очередь	неизвестен	адрес не задан	https://realty.yandex.ru/newbuilding/82387
82387	82443	Москва и МО	ЖК «Болтино»	1 очередь	неизвестен	адрес не задан	https://realty.yandex.ru/newbuilding/82387
82387	82452	Москва и МО	ЖК «Болтино»	1 очередь	неизвестен	адрес не задан	https://realty.yandex.ru/newbuilding/82387
82387	82460	Москва и МО	ЖК «Болтино»	1 очередь	неизвестен	адрес не задан	https://realty.yandex.ru/newbuilding/82387
82387	82468	Москва и МО	ЖК «Болтино»	1 очередь	неизвестен	адрес не задан	https://realty.yandex.ru/newbuilding/82387
82387	82476	Москва и МО	ЖК «Болтино»	1 очередь	неизвестен	адрес не задан	https://realty.yandex.ru/newbuilding/82387
82387	82484	Москва и МО	ЖК «Болтино»	1 очередь	неизвестен	адрес не задан	https://realty.yandex.ru/newbuilding/82387
82387	82492	Москва и МО	ЖК «Болтино»	1 очередь	неизвестен	адрес не задан	https://realty.yandex.ru/newbuilding/82387
131565	131577	Москва и МО	ЖК «Клязьминская высота»	1 очередь	IV кв. 2016	Россия, Московская область, городской округ Лосино-Петровский, посёлок Биокомбината, 6А	https://realty.yandex.ru/newbuilding/131565
